,count,hate_speech,offensive_language,neither,class,tweet
5626,3,0,3,0,1,@aerinblazin right &#128514;&#128557; okay bitch
17020,3,0,2,1,1,"RT @NickBratton3: I wish my parents bought me a car man..
People bitch about not getting what car they want when they want it, and its free&#8230;"
9821,3,0,3,0,1,Gotta missed call from yoooo bitch
10072,3,0,3,0,1,Hey ladies can i ask you a question ? Why do yall niggas be so fkn LAME ! It be the baddest bitches wit the LAMEST niggas
7440,3,0,3,0,1,@upallcamren shutup thirsty hoe
18644,3,1,2,0,1,RT @_BOOWHOP: I can't trust ah soul I can't trust these NIGHAS I can't trust these hoes
17751,3,0,3,0,1,RT @SnipesJr_: Don't fall out wit yo niggas over hoes..
11302,3,0,0,3,2,I wanna try pot brownies.
6938,3,2,1,0,0,@nCrusade @GodManiac_ come wage with us fag
18225,3,1,2,0,1,RT @Tr1zz: bitches get away with too much behind their social media accounts. Popular on twitter and instagram but lame and broke as fuck i&#8230;
17432,3,0,3,0,1,RT @RavenConnell: Being a hoe isn't a Halloween costume
19215,3,0,3,0,1,RT @cotydankh: don't make me pull out the pokeflute hoe http://t.co/yFN3PdMdy1
636,3,0,3,0,1,"""bitch freak my shit"""
18649,3,0,3,0,1,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: let me sit this ass on you !&#8221;@Leelucas_&#8221;bitch you and Chris better Gtf &#128080;
1328,3,0,3,0,1,&#8220;@HighClassCapri: @what_evaittakes lmao I minds well be a hoe for all that &#128528;&#8221;&#128563;&#128563; I ain't mean like that girl lol
16601,3,0,3,0,1,RT @LinnyKravtiz: The Mona Lisa could've been a bad bitch http://t.co/dj3oDVDAP0
1336,3,1,2,0,1,&#8220;@HughSpliffner: J Cole is trash. I've been saying this for years. Fuck him&#8221; Lol.
25103,3,0,3,0,1,thugga let ur bitch suck'em up in rentals!!!
22177,3,0,3,0,1,These bitches always trippin
23091,3,0,3,0,1,What makes you lose your temper? &#8212; dumb ass bitches who talk shit but won't walk a mil in you own shoes http://t.co/1V4dpwHeUl
15610,6,0,5,1,1,"RT @FriendlyAssh0le: It's annoying as hell when girls tweet about ""bae"" all day. We don't give a fuck bitch. ""Bae"" is somewhere cheating ri&#8230;"
13900,6,0,6,0,1,"Ohkay ma Texas bitch keep textin me , callin cryin stressin me bout where I been but I've been with another bitch allegedly &#128076;"
11572,3,2,1,0,0,"I'm going to sell my iPhone and both my Macs, I don't support faggots."
20863,3,0,3,0,1,"RT @yummy_pearl4: ""You put my number on blocklist? How can I stop this??? Convert them mfs. I'll make all them hoes topless."" &#128548;&#128298;"
14275,6,0,6,0,1,Punk ass cop jus bulldogged that bitch https://t.co/SCeoQIqbme
2760,3,0,2,1,1,"@Brutal_Brandy We had a Pacer in the 70s &amp; I 'member loving when ""Hair of the Dog"" came on the quadraphonic stereo so I could say ""bitch""lol"
15103,3,0,3,0,1,RT @Coley_Cee: @lil_aerii bitch where tf you think you going?!
2787,3,0,0,3,2,@CCobey @tess_stepakoff there isn't a green one either. There's red and yellow in that pic...
4413,3,0,0,3,2,@NoMeek_JustMilz If they trash in yr 3 or 4 he'll waive it lol
11457,3,0,3,0,1,"I'll eat ya pussy like a savage, but once you put ya nasty ass feet in my face my socks and drawers already on and I'm out"
12386,3,1,2,0,1,"Joe Budden always flexin on average twitter niggas wit his pool parties n bitches, the nigga can't compete wit otha rap niggas"
21601,3,0,3,0,1,Stay witcha nasty little hoes who don't do shit for you.
2264,3,0,3,0,1,18 year old pussy tastes like hope.
3491,6,0,1,5,2,@Hovaa_ what about yellow spots?
15239,3,0,3,0,1,"RT @DTAVohn269: Best said by @iSpeakMut ""there's a storm brewing bitch"" lmao"
20561,6,0,6,0,1,RT @tekiaa_: I wasnt put on earth for a bitch not to like me&amp; I damn for sure dgaffff &#128540;&#128076;
18433,3,1,2,0,1,RT @WavyKirk: @__CourtAintSHIT yeah yo girlfriend a bitch. I hope she got the hives.
21080,3,0,3,0,1,Saya Natsukawa gets her pussy fucked and licked by two horny&#160;Japaneses. http://t.co/e1va9eIIz3
13809,3,1,2,0,1,Now a days niqqas would rather be real wit a niqqa or bitch they wanna fuck wit rather than they day one niqqa smfh our generation is fallin
3549,3,0,3,0,1,@ILIKECATS74 @yoPapi_chulo @sizzurp__ @brandonernandez @bootyacid you do realize ya pussy stank right?
15011,3,0,3,0,1,RT @CheefPolo: bitches love coming out in public naked &#8220;@ESPNDaniel: Don't do this &#8220;@basedlightskin: !!!! http://t.co/WgD3mNd55V&#8221;&#8221;
14039,3,0,3,0,1,Oooow that bitch lace front is lace fucked
16699,3,0,3,0,1,"RT @MATTerbate: ""Omg October is gonna be the best month ever"" 

Basic bitch"
8046,3,0,3,0,1,As soon as a bitch think shit sweet.... Give em wat they been asking for!
21445,3,0,3,0,1,So yall hoes still surfboard'n in the tub or nah?
8985,3,0,3,0,1,Dis bitch blowin me man fuck u
19980,3,0,3,0,1,"RT @lilduval: Real bitches text u ""can u talk"" before they call"
952,3,0,3,0,1,"$60 torch down the drain cause either I was to high and lost it or one of my ""niggas"" finessed that hoe fuckkkkk ittt"
21078,6,1,5,0,1,Say you love that bitch so much I'll kill yo ass in front of her
15160,3,1,2,0,1,"RT @Cuff_no_Slut: Hate basic bitches,"
23084,3,0,3,0,1,What is up my twitta niccas!
12383,3,0,1,2,2,"Jindal seemed to be having an out-of-body experience enhanced by special brownies
http://t.co/W0cyEcqKLo
Bj Up and At 'Em
#stribpol #mngop"
21497,3,0,3,0,1,Some of these sex gifs are fucking retarded
491,3,0,3,0,1,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;"
321,3,0,3,0,1,"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine"""
6437,3,0,1,2,2,@jessicacassell1 find a new hillbilly!! #spiritweek!!
13179,3,0,2,1,1,Miss these scary hoes! :) http://t.co/FzB57YsXVz
24666,3,0,0,3,2,"lmaoooo RT @ComedyTruth: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst."
11515,3,1,2,0,1,I'm about to start calling out people and why they do retarded things
13525,3,0,3,0,1,"Nappy chin hairs, bitch I'm mothafuckin q!"
17297,3,2,1,0,0,RT @PlainBlack_D: Get these trash ass niggas outta my stadium!!! &#128514;&#128514;&#128514;
24032,3,0,1,2,2,ahahahh!!ping pang POW! HOW U LIKE ME NOW! Shouts out 2 my bro Dre Hogg Style Ent! Uza fool 4 dis 1
14010,3,0,3,0,1,Only get loud around ya team ass bitch&#128527; #fraud
17305,3,0,2,1,1,"RT @PoisonedKissx3: This white boy reached 999 in flappy bird, im so done with life..."
13031,3,0,1,2,2,Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA
12254,3,0,3,0,1,It's iguanas out this bitch n er thing
11393,3,1,2,0,1,I witnessed Ace hoe soo many niggas at the gardens growing up &#128514;&#128514;&#128514; I'm talking strong armed hoein too &#128170;
9645,3,0,3,0,1,Gave that bitch an E pill ... Bitches love fucking wit they EX
10351,3,0,3,0,1,I bet if we took a twitter cencus it'd be at least 35% basic ass bitches
18807,6,1,5,0,1,RT @____Quinn: When you thinking about killing a bitch http://t.co/bT7hf28U0d
18449,3,0,3,0,1,RT @WeavilynMONROE_: I heard big booty bitches can't take no &#127814;.
9614,3,0,0,3,2,GA Charlie @Charlie4927 @sholzbee @DorisTafoya1 @cat_lmbo @Jagauress @Walter_lars @lynnemrnp @AmyMek @Justin_Awe
5835,3,1,2,0,1,"@burke113 @donthebear ""..the nig..""? ok, you're the big time shit talker on twitter no name, no face, no info"
11316,3,0,0,3,2,I want some monkey bread.
15762,3,0,3,0,1,"RT @GvldRve: &#8220;@Satisfied_x: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.&#8221; You ain't lyi&#8230;"
19768,3,0,3,0,1,"RT @jcope12003: @RealNoth @msmansk are you kidding? #boycottCriminalIntent just lost my fave program. Take a belt to THAT, bitch."
7535,6,0,6,0,1,@xDSmooth follow back bitch
8988,3,2,1,0,0,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic
2267,3,0,0,3,2,1996 and 1999 World Series Rematch: #Yankees #Braves
13754,3,0,3,0,1,None of my bitches can stay over
15816,3,3,0,0,0,RT @HeidiL_RN: Fuck Islam you pigfucking trash troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza
10853,3,0,2,1,1,I just can't imagine myself being albino haha
20060,3,1,2,0,1,RT @makamj_: bitch nigga qualities is all you can provide. &#128514;
1027,3,0,3,0,1,&#128514;&#128514;&#128514;RT @LiViBADD88: cheap hair.. cheap dresses.. cheap shoes.. tacky ass little bitches
14430,3,0,3,0,1,RT @ASillyPsycho: Don't be a bitch to me. I'll be a bigger one and I'll win.
15788,3,1,2,0,1,RT @HOOLIGANS_ISSUE: @Aj_Swagggg fucking faggots. They thirsty for eachother. They probably fuck behind redemption
24104,3,0,3,0,1,big bitches be sayin why yo eyes all on my stomach? Bitch why yo stomach all in my eyes
8374,3,0,3,0,1,Bout to get a breasts reduction these bitches be in the way&#128530;
14893,3,0,2,1,1,RT @Burrgos: you hang out with a hoe you gonna turn into a hoe
21374,3,2,1,0,0,So I decided to drive to the good walmart where the colored folks don't go bc it's food here.
758,6,0,0,6,2,#NowPlaying : Ian Hunter - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
24916,3,2,1,0,0,"she pooted &#8220;@Not1FuckisGiven: Either Young Thug gay, or this bitch pooted https://t.co/g0FgRX7dju&#8221;"
8058,3,0,0,3,2,At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag
7674,3,1,2,0,1,"A nigga could tell you he aint fucking with her but really do be , that's why you gotta ask . Most of the time a bitch won't lie about that"
7929,6,2,3,1,1,An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!
10311,3,0,3,0,1,I based niggas on how they bitch look &#128514;&#128514;&#128514;
10854,6,1,5,0,1,I just caught this fat bitch slippin taking a selfie
15659,3,0,3,0,1,RT @FunnySayings: &#8220;you&#8217;re a bitch&#8221; that&#8217;s new information thanks
20744,3,0,3,0,1,"RT @walkerkpt: Prediction- ""Obama will leave the Democratic Party in shambles ""&#128563; oh gosh, I hope so &#128591;&#128079;&#128074;&#128170;&#128077;payback really is a bitch"
16840,3,0,3,0,1,RT @Mike_Hall32: Schools a bitch
6820,3,1,2,0,1,"@mariaisab3lla at that point, just call me nigger."
20574,3,0,3,0,1,RT @theChefBoyRD: My pussy popz Severely https://t.co/15IOQ7M0KF
14901,3,1,2,0,1,"RT @CHlLDHOODRUINER: ""Great.... DaQuan got her pregnant and now I'm gonna have a nigger grandbaby"" http://t.co/9aAyrrKNbt"
9384,3,0,0,3,2,Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife
9272,3,0,3,0,1,Ew I hate when ratchet ass hoes post 'stranger danger' ewww bitch
15181,3,0,3,0,1,RT @CurrenSy_Spitta: And if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..
1596,3,0,3,0,1,&#8220;@TheManOnCampus: &#8220;@VSamone: @5HAWTYYY smoking skating twerking&#8221;I'm innat hoe&#8221;yas
376,3,0,3,0,1,"""@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah"
5918,3,2,1,0,0,@coffincreepxx you had to throw in the faggot word smh smh smh
24701,3,0,3,0,1,lrt turnup lil bitch
12182,3,0,3,0,1,It ain't nothing to cut that bitch off
19940,3,0,3,0,1,RT @lesxo_: cant turn a hoe into a husband either
17827,3,0,3,0,1,"RT @StevStiffler: Wtf is ""Lolzzz"" ?! Did you laugh yourself to sleep bitch??"
5926,3,0,2,1,1,@corey_emanuel bet... My trash ass self is just that petty
1723,6,0,6,0,1,&#8220;@_yeaimmaBOSS: &#8220;@100046729: I wonder if I @ oomf I be like I want fuck would I be wrong or &#128533;&#8221; you a be one brave as bitch&#128514;&#128514;&#8221;one day &#128553;&#128514;&#128514;
8134,3,0,3,0,1,Bad bitches and good weed
16483,3,0,3,0,1,RT @LI_ALP: Still Texans nation hoe.
5215,6,0,6,0,1,@Tylar____ bet hoe
4388,3,0,3,0,1,@New_Dinero Alright pussy.
12552,3,0,3,0,1,Kinda just wanna cruise and see if I see that colorful ass bitch walking around. Best believe there will be one less clown on this earth
16174,6,0,0,6,2,"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://t.co/PDIKbrvCJ8"
9988,3,0,3,0,1,He does! Lmao RT @BreesInDaCut: Sean Payton been had hoes RT @MrPOONsoaker: Lol http://t.co/pTD5rApZtD
23686,3,0,3,0,1,Yo that nigga at #USC was lying &#128514;&#128514;&#128514;&#128514;&#128514; had y'all bitches calling him ya MCM and all how do u feel....ok back to you Bob
13295,6,0,5,1,1,My bitch bre been ina good mood they free'd her young hogg &#128175;
24165,3,0,2,1,1,bitches http://t.co/NNg2e1Wmx9
4797,3,0,2,1,1,@ScootieMcB bitches need guidance. Lol
20281,3,0,3,0,1,"RT @philiciaaaa: mcm &#128525;
bc tomorrow's 6 months &#128152;
Fuck everyone who said we wouldn't last. Proved you bitches wrong @tropicaldrew_ http://t.&#8230;"
18027,3,0,3,0,1,"RT @TheAlexP: Yelled out ""come on bitch!"" At myself, by myself, lifting weights as motivation...thanks guys, you always have my back."
280,3,0,3,0,1,"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho"
19050,3,0,0,3,2,"RT @beauty_briii: One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
2631,3,0,3,0,1,@BeenSlimm I just don't want one these new bitches that morphed in to a super playa because she see how the world is
20542,3,2,1,0,0,RT @taylor_TM: @PacmanJonez @PhilWOTG you the whitest person on my TL but you always so ghetto. Im sick of it
6878,3,1,2,0,1,@mileysbae @rihanna bitch u lying about Justin's account ugly indian
12325,3,0,3,0,1,"Iv decided to grow my hair, i aint braiding it tho.......straight curls out dis bitch !"
9217,3,0,3,0,1,Ever leave me around yo bitch and ima get her stoned
8434,3,0,2,1,1,Bruh leave it to the coins coons
13015,3,0,3,0,1,Made one of my all time favorites look like a bitch on the grandest stage of em all
8112,3,1,0,2,2,"Baby I'll whisper Vietnamese to you all soft like, ""ching... chong ting o long...."""
16328,3,0,0,3,2,RT @KathrynBruscoBk: Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via @BloombergNews http://t.co/Eh6I7dOjUz via &#8230;
2441,3,0,3,0,1,@AleeeD_ bitch who do u love
8256,3,0,3,0,1,Biker gang looking ass bitches with titty tats. Foh sons of anarchy.
375,3,0,0,3,2,"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?"
24252,3,1,2,0,1,dis Morgan hoe in da middle of erything....
14279,3,1,2,0,1,"Pussy ass hoe niggas, I can't fuck wit y'all"
13723,3,0,3,0,1,No one can take your woman. They can only take your hoe.
10864,3,0,3,0,1,"I just love that ""tweaking hoe tweaking hoe song that's the only part I no &#128584; wee be getting money so we ball out some sme sme"
24113,3,0,3,0,1,bitch ass arod or shorty dont hit me back up
19764,3,0,3,0,1,RT @jballinbutts420: @Jamie_Caudillo you're retarded enough to be both. But atleast I have a date to bring you on for your birthday&#10084;&#65039;&#128535;
22503,3,0,0,3,2,This flappy bird game addicting .
2487,3,0,3,0,1,"@Amor_Anjel right , Come then what ? Wait another 9 months ? Naaaawwwww &#9995; I could be pimpin these hoes lol"
17327,3,0,1,2,2,"RT @PowerCumminMax: Green/yellow fuel pump&gt;&gt;&gt;&gt;&gt;
#dieselstation"
15171,3,0,3,0,1,RT @CuhCuhCuh: idk why skinny bitches think they got ass cuh
2997,3,0,0,3,2,@DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste
12189,3,0,2,1,1,"It already Soaked, Sinked, &amp; Melted so dropped that's shit bitch IDGAF linc up or get caught &#128175;"
9321,3,0,2,1,1,Fear no bitch
25202,3,1,2,0,1,why are these freshman so ghetto lmao
18275,3,0,3,0,1,RT @TweetBelow_: The person below is into big booty bitches&#128525;&#127825;
7057,3,0,3,0,1,@prihncess bitch
7295,3,1,2,0,1,@summerdawn_1996 #NudesAreMyLife omfg that's mine faggot
8653,3,0,1,2,2,"Charlie Crist and Rick Scott are both scumbags, however interesting that Crist has yet to run one, just one, positive political ad."
5295,3,3,0,0,0,@WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.
8149,3,0,3,0,1,"Bad chicks send em in.. Basic hoes toss em out, can't even get Waffle House.. Hating niggas chalk em out gone get the coffin out"
16484,6,0,0,6,2,RT @LJSpagnoli: Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda http://t.co/eRJMveF996
9198,3,0,0,3,2,Epic mickey time? Nahh.. Two and a half men while i shiver. Tht sounds more like it.
18997,3,1,2,0,1,"RT @ashkardash___: If you let your girl get disrespected and you don't do nothing, you should of been born a bitch cuz only bitch niggas le&#8230;"
7101,3,1,2,0,1,@red_daddy17 @lilJohn_Fnv9 and dis wus after i offered to help faggot ass nigga get custody of his kids.... Im lowkey heated..
8399,3,0,3,0,1,Break shit fuck the law....grrrr...fuck that shit...punch that bitch!
22665,3,0,3,0,1,Time to stunt on these hoes &#128120;&#128536;
12202,3,0,3,0,1,It only be y'all worthless bitches that be like that though
6947,3,0,3,0,1,"@nekolin @DestroTheNoble naaaa, just the faggots! So....I guess you wouldn't be around very long....would ya!"
3353,3,0,3,0,1,@GirlThatsVonte shut up bitch
9924,3,0,3,0,1,Happy birthday bitch &#128526;@THEalexflores10 http://t.co/2fBKhkQiJa
4380,3,0,0,3,2,@Ncoleycole u still a mutt tho lol
9632,3,0,3,0,1,"GahDamn I got bitches, damn I got bitches, damn I got bitches, wifey, girlfriend, and mistress!!"
14880,3,0,3,0,1,RT @BudaHefner74: &#8220;@breathTaker___: Wake up in the morning give me head bitch &#128514;&#128557;&#8221;
2489,3,2,1,0,0,@AnUglyNigga this is retarded
22462,3,1,2,0,1,This bitch needs to get slapped @MicheleBachmann http://t.co/KNCWBPc8eZ
